id,nom,nom_zh,adresse,adresse_zh,ville,ville_zh,cp,mail,website,latitude,longitude,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( tel (lang,type )),enum( spe (lang))
126,CAD Dental Centre,嘉贝尔口腔中心,"Block G, Zhonglian Villa, No.1720, Central Huai Hai Road",徐汇区淮海中路1720号众联别墅G座,Shanghai,上海,200031,caddentalcentre@hotmail.com,http://www.caddental.cn,31.212802,121.447291,,"CAD is the abbreviation for Computer-Aided Design, but at our clinic, it also means COMPASSION, ARTISTRY &amp; DEDICATION, which represents the future trend of dentistry. CAD Dental Centre combines the absolute best in ultramodern dental equipment and technology with the most personal care available. CAD Dental Centre (Shanghai) was the first clinic in China established by Sincere Healthcare of Singapore. Located in the heart of downtown Shanghai, CAD Dental Centre brings experience, technology and proven teamwork from its Singapore practice to China, and offers the same award-winning service locally. 
\

\
With the most advanced technology from Germany, CAD professionals not only achieve for their patients painless treatments, but also relieve their anxieties and shorten visit times. In addition, our partnership with Sirona Dental (Dental Branch of Siemens, Germany) makes CAD Dental Centre the regional training centre for advanced dental technology.
\

\
At CAD, we realize that for our patients, anytime-access to the finest quality healthcare is a big part of their peace of mind. We settle for nothing but the highest international standards in everything we do, and our doctors and staff bring the best possible training and a strong passion to their work. We are confident that your experience at CAD will exceed all your expectations. Who knows? You may even look forward to visiting the dentist!","嘉贝尔口腔位于上海淮海中路上的一幢花园别墅内，拥有完善的私人停车设施；独立的私密诊疗空间以其专业、贴心的装潢设计让顾客享受安心、舒适的治疗过程；拥有国际领先的计算机天然牙修复系统和牙齿美白spa，先进的医疗设备和贴心的微笑服务形成了完美的组合。
\

\
嘉贝尔的外籍齿科专家均来自于国外一流大学并拥有丰富的临床经验，熟悉国外最先进的牙科治疗过程，团队专业的技术能力使得嘉贝尔口腔成为西门子公司强有力的合作伙伴并共同成立培训中心，为亚太地区的口腔医生提供先进的口腔技术培训。
\

\
我们秉承“嘉贝尔口腔，口腔加倍爱”的高标准服务理念，倡导“私人牙医”服务模式，以“以人为本”的医疗准则为每一位来到嘉贝尔的顾客量身定制长期有效的治疗方案， 提供专业的超声波洁牙、牙齿美白、种植牙、牙齿修复、牙齿正畸等口腔全科医疗服务，致力于以更健康的牙齿提升顾客的生活品质，让生活更精彩。",,,"021 6437 5911 (zh,URG),021 6437 7100 (en,STAND),021 6437 7100 (zh,STAND)","STO (zh),STO (en),STO (es)",
129,KOWA DENTAL Jinmao Clinic (Pudong),科瓦金茂店---浦东,"3N1-3N3, J-life Center,No.88, Century Boulevard, Jinmao Tower",浦东新区世纪大道88号金茂大厦(裙房)3N1-3N5,Shanghai,上海,200021,service@kowa.cn,http://www.kowa-dental.com,31.240811,121.512384,,,"科瓦齿科隶属于上海科瓦口腔门诊有限公司，把握世界前沿口腔诊疗技术脉动，专注于为客户提供专业、安全、卫生、美观、舒适的口腔诊疗服务。
\

\
科瓦齿科享用德国百年齿科经验，汇聚中国、美国、法国、日本、中国台湾、韩国、德国等多国国际知名口腔专业医师，特聘多位口腔医学博士后、博士常年坐诊，满足不同国籍会员的诊疗需求。
\
科瓦齿科拥有全球先进口腔诊疗设备，引进德国多款高端的齿科诊疗设备，包括：数字内窥镜、龋齿激光探测、全景扫描机、牙根尖扫描、德国卡瓦牙椅、三维CT等，为您提供精准的口腔诊疗支持。
\
科瓦齿科严格执行德国米拉格消毒灭菌管理，超越您对卫生条件的高要求。
\

\
科瓦齿科拥有心理学级别的就医环境，采用一医一诊室的诊疗方式，国际标准的口腔四手操作，使您在舒适、平静、安全的感觉中完成整个诊疗护理过程，避免自发的恐惧和疼痛的心理暗示。科瓦提供超值的服务价格，会员可享受到相当于国家公立医院特需门诊的价格及每年会员专属免费项目。
\
科瓦齿科严格执行美国ADA专业管理，超越您对口腔诊疗服务的高要求。
\
科瓦齿科提供20余家国际保险直接结算服务。科瓦齿科拥有众多名人、企业CEO、外企高管会员，与世界精英同侪，会员身份自然尊贵。
\
科瓦成为30余家世界500强企业、中国100强企业员工口腔医疗定点机构。 
\
科瓦齿科国际种植中心通过欧盟CE认证，拥有美国、德国、瑞士、瑞典、韩国等全球知名种植系统，并成为口腔种植专业的演示中心及培训基地；国际口腔种植中心落户科瓦，科瓦并成为教学医院。
\
科瓦齿科特邀国际齿科权威专家喻剑明（美国哈佛正畸学博士后）、张永刚、冯雨欣、毕东君、Jean Haziza(法国)等30余位专家坐诊；与美国、日本、德国、中国台湾等国际知名口腔产品生产企业合作；运用先进材料，保护你的口腔健康。
\

\
科瓦齿科以&quot;客户满意，我们永远的追求&quot;为宗旨，始终用超越现在的眼光审度，以未来为导向，以优质个性化的服务理念，为您的口腔健康竭尽全力。",,,"021 5108 2222 (en,STAND),400 6060 222 (zh,STAND)","PED (zh),DENT (zh)",
130,Body & Soul Medical Clinics - Minhang,身闵佳门诊部,"No.211, Cheng Jia Qiao Zhi Road",程家桥支路211号,Shanghai,上海,201107,minhang@bodyandsoul.com.cn,http://www.tcm-shanghai.com,31.190289,121.389805,,"&quot;Helping people to make a smooth transition into harmonious, balanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including diet and exercise programs. 
\

\
Welcome to our clinic in Minhang where we offer internal medicine, gynecology, acupuncture, tuina-massage, physiotherapy, psychological and nutrition consultations. 
\

\
Our Minhang clinic also offers laboratory, ultrasound and X-ray diagnostics. Our in-house pharmacy dispenses all prescribed medications. The Minhang clinic is located in southwest Shanghai. It is close to the crossing of Hongmei Lu and Chengjiaqiao Zhi Road near the City Shop.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback.",,,,"021 6461 6550 (ja,STAND),021 6461 6550 (en,STAND),021 6461 6550 (zh,STAND)","CHIN (zh),CHIN (en),GYN (zh),INT (zh),DER (de),DER (zh),DIE (zh),GYN (de),ACC (en),GYN (en),DER (ja),CHIROP (en),POD (en),ACC (de),GYN (ja),CHIROP (hk),ACC (zh),DER (en),OST (zh),INT (en),INT (de),INT (ja),DIE (en),OST (en),KINE (en),KINE (de),PSYCHO (en),PSYCHO (es),CHIN (de),CHIN (ja),CHIN (es)",
135,Body & Soul Medical Clinics - Downtown Clinic (Xintiandi),身心佳中医门诊部,"An Ji Plaza, 14th Floor, No.760 South Xizang Road, Huangpu District",黄浦区西藏南路760号，安基大厦14楼,Shanghai,上海,200011,huangpu@bodyandsoul.com.cn,www.tcm-shanghai.com,31.220421,121.491323,,"Body &amp; Soul – Medical Clinics offer an integrative approach to health by combining Traditional Chinese Medicine (TCM) with Western medicine. Our international team of doctors and therapists provides high quality medical care for patients seeking to be treated as naturally as possible and as scientifically as necessary. 
\

\
Body &amp; Soul aims at treating the person as a whole and thus offers complementary therapies such as herbal medicine, acupuncture, cupping, physiotherapy, osteopathy, chiropractics and medical massages, dermatology, gynecology, psychological and nutrition counseling. 
\

\
Body &amp; Soul also offers custom made orthotics from Hong Kong. 
\

\
In our 350 square meter-clinic, the Body &amp; Soul Team offers a variety of services.
\

\
The Downtown Clinic – Xintiandi is located in the Huangpu district, approximately 10 minutes from Xintiandi. The closest subway stations are Laoximen – lines 8 and 10 – and Lujiabang Road – lines 8 and 9.",,,,"021 5101 9262 (ja,STAND),021 5101 9262 (en,STAND),021 5101 9262 (zh,STAND)","INT (zh),GYN (zh),ACC (en),CHIN (zh),OST (zh),INT (en),INT (de),INT (es),CHIN (en),CHIN (de),CHIN (ja),CHIN (es),DIE (zh),DIE (en),CHIROP (hk),KINE (zh),INT (ja),GYN (en),GYN (de),GYN (ja),GYN (es),ACC (zh),ACC (de),ACC (ja),POD (en),CHIROP (en),OST (en),KINE (en),KINE (de),PSYCHO (en),PSYCHO (es)",
136,ParkwayHealth Vantone Medical and Rehabilitation Center,北京德倍施百汇医疗诊所,"1F - 2F, Vantone Center No. Jia 6, Chaowai Street, Chao Yang District",朝阳区朝外大街甲6 万通中心1-2楼,Beijing,北京,100027,info@aeglechina.cn,www.parkwayhealth.cn,39.9197479,116.4563636,,"Vantone Medical and Rehabilitation Center
\

\
Conveniently located at the first floor of the Vantone Center, in the heart of Beijing CBD zone at Chao Yang District, ParkwayHealth Vantone Medical and Rehabilitation Center provides a wide range of medical services: Family Medicine, Pediatrics, Gynecology, Physiotherapy, TCM, Dermatology, Mental Health, Rehabilitation and Pain Care Management Services, General Surgery and Lab.
\

\
The bilingual Family Physician has more than 10 years clinical experience in Family Medicine and is qualified to diagnose and treat a wide variety of ailments in patients of all ages. The dedicated team of Physiotherapists uses DBC program which is the latest technology to providing patients with individually customized therapy programs to help with the recovery and the treatment of a variety of injuries and complaints. DBC program can treat the following conditions: Chronic Musculoskeletal related injuries treatment, Sports injuries treatment, Post-operative rehabilitation and treatment.","德倍施百汇医疗诊所座落于交通便利的北京朝阳区CBD的万通中心一楼。德倍施百汇医疗诊所为您提供多方位的医疗服务：全科，儿科，妇科，中医科，皮科，外科，康复及疼痛管理科，心理科，实验室。
\

\
我们的双语全科医生拥有超过10年的全科临床经验，擅长诊断治疗各年龄段的各种疾病。康复项目包括：慢性骨骼肌肉疼痛治疗，运动损伤治疗，术后康复治疗，儿童运动损伤，儿童脊柱侧弯。专业理疗师团队采用了最先进的技术，为病人提供量身定制的治疗方案，尽可能帮助治愈损伤及解除忧患。",\N,\N,"4000 662 882 (zh,STAND)","GEN (zh),PED (zh),SPO (zh),ORTHOPEDIE (zh),PSYCHO (zh),CHIN (zh),GYN (zh),DER (zh)",
137,ParkwayHealth SIP Medical and Dental Center,苏州园汇诊所,"Room 203-204, Building 10, Li Gong Di Phase III, SIP",苏州工业园区李公堤三期10栋203-204室,Suzhou,苏州,215000,info@aeglechina.cn,http://www.parkwayhealth.cn,31.29861145,120.6950548,,"Conveniently located in SIP district, ParkwayHealth first clinic in Suzhou offers a comprehensive range of Family Medicine, Traditional Chinese Medicine and Dental services provided by bilingual and highly qualified Physicians. 
\

\
The clinic is also equipped with on-site Pharmacy, Laboratory and Imaging Services.",百汇医疗在苏州的第一个诊所位于交通便利的苏州工业园区内，资深的双语医生将为您提供全方位的医疗服务：全科医疗、心理学科与口腔科。诊所内设有药房，实验室与影像服务。,,,"0512 6790 3490 (zh,STAND)","KINE (zh),GEN (zh),DENT (zh),PSYCHO (zh)",
138,Body & Soul Medical Clinics - Century Park Pudong,身浦佳中医门诊部,"Jin Ying Bld (B), Room 1303, 1518 Minsheng Road,No. 80 Hanxiao Road",浦东新区民生路1518号(含笑路80号）金鹰大厦B幢1303室,Shanghai,上海,200135,pudong@bodyandsoul.com.cn,http://www.tcm-shanghai.com/,31.226476,121.556451,,"&quot;Helping people to make a smooth transition into harmonious, ballanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including nutrition, diet and exercise programs. 
\

\
Welcome to our clinic in Pudong where we offer internal medicine, gynecology, acupuncture, tuina-massage, physiotherapy, psychological and nutrition consultations. 
\

\
Our Century Park Clinic also offers laboratory diagnostics. Our in-house pharmacy dispenses all prescribed medications. The Century Park Clinic is located in Pudong, 5 minutes away from Century Park and next to the Entry-Exit Visa Office on Minsheng Road. The closest subway stop is Science and Technology Museum – line 2.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback.",,,,"021 6162 0361 (ja,STAND),021 6162 0361 (en,STAND),021 6162 0361 (zh,STAND)","GYN (zh),INT (zh),CHIN (zh),PHA (zh),KINE (zh),CHIN (en),DIE (zh),PHA (en),CHIROP (zh),OST (zh),ACC (zh),GYN (en),GYN (de),GYN (ja),GYN (es),DIE (en),PHA (ja),KINE (en),KINE (de),KINE (ja),PSYCHO (en),PSYCHO (de),CHIN (de),CHIN (ja),CHIN (es),INT (en),INT (de),INT (ja),INT (es)",
139,Body & Soul Medical Clinics - Four Seasons Clinic,徐向东中医诊所,"Four Seasons Hotel, Level 6, No.500, Weihai Road",威海路500号，上海四季酒店6楼,Shanghai,上海,201103,jiangan@bodyandsoul.com.cn,www.tcm-shanghai.com,31.233265,121.468898,,"&quot;Helping people to make a smooth transition into harmonious, ballanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including nutrition, diet and exercise programs. 
\

\
Welcome to our clinic in Jing'an where we offer the following services in the elegant treatment rooms of the Qin Spa - Four Seasons Hotel: acupuncture and physiotherapy.
\

\
The Four Seasons Clinic is conveniently located in Jing’an district, in the heart of the city. The closest subway stop is Nanjing West Road – line 2.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback.",,,,"021 5101 9262 (en,STAND),021 5101 9262 (zh,STAND)","ACC (zh),CHIN (zh),CHIN (en),ORTHOPEDIE (en),ORTHOPEDIE (fr),ORTHOPEDIE (es),KINE (en),KINE (de)",
147,United Family Minhang SRC Clinic,和美家闵行诊所,"Ground Floor, Shanghai Racquet Club, Lane 555, Jinfeng Road, Huacao Town, Minhang District",上海市闵行区华漕镇金丰路555号上海网球俱乐部内,Shanghai,,201107,srcclinic@ufh.com.cn,http://shanghai.ufh.com.cn,31.206655,121.29366,,"The United Family Minhang Clinic is located on the ground floor of the Shanghai Racquet Club in Shanghai’s Minhang District. The clinic opened on November 23, 2004 and offers Family Medicine, Mental Health, Pediatrics, and Obstetrics &amp; Gynecological services to the community.
\

\
As with all facilities in the UFH network, the United Family Minhang Clinic is staffed by highly qualified medical practitioners from China and around the world. The clinic offers direct billing to numerous global insurance providers and strictly adheres to the Joint Commission International (JCI) accreditation standards.
\

\
United Family Minhang Clinic is your trusted partner in health, offering international quality care to all communities in Shanghai.
\
","上海闵行和美家诊所位于闵行区上海网球俱乐部会所1楼，该诊所于2004年11月23日开业，可为居住在俱乐部以及周边社区的国内外居民提供全科、心理科、儿科与妇产科服务。
\

\
与和睦家医疗旗下所有分支机构一样，和美家诊所拥有来自国内及世界各地的高素质医务人员，并与多家国际保险公司合作，可提供全面的保险直接赔付服务。在严格遵守JCI国际标准的前提下，为患者提供全面的高质量医疗服务。
\

\
上海闵行和美家诊所旨在为上海社区提供国际化的高质量医疗服务，是值得您信任的健康伙伴！
\
",,,"021 2216 3999 (zh,URG),021 2201 0995 (zh,STAND)","GEN (zh),GEN (ja),GEN (fr),GEN (en),GEN (nl),GEN (pt),GEN (es)",
150,Shanghai Tokushinkai Dental Clinic-Jingan,:上海德诚会口腔门诊部-静安,"Pacheer Commercial Centre 2F, No.555, Nanjing Road,Jingan District, Shanghai china",上海静安区南京西路555号555商厦2楼,Shanghai,上海,200041,reception_ja@tokushinkai.com.cn,http://www.tokushinkai.com.cn/,31.236743,121.473083,,"Shanghai Tokushinkai Dental Clinic was opened in the Jingan District, city center area of Shanghai, in Nov. 2004. This clinic is on the corner of jointed Chengdu North Rd. and YanAn expressway, near Top of City where high-quality office buildings and several huge hotels are located.
\

\
We have a spacious-comfortable lobby catering for the various needs of patients, for example free drinks, the Internet, and various kinds of magazines. The warm-hearted interior designs relax patients well.
\
All the examination rooms are completely private; each design is based on the seven flowers' images which are famous in China. 
\

\
Any patient can be provided with care, treatment and services by experienced dentists who have advanced specific education oversea. Japanese staffs also deliver their support to patients and provide high-quality health care together with state-of-the-art medical equipment in the finest environment. We are available on Saturdays, Sundays, and holidays as in Japan.
\

\
We provide general dentistry, child dentistry, orthodontic dentistry, implant dentistry, and aesthetic dentistry like whitening as well as Japan.
\

\
We are looking forward to serving the people in Shanghai.
\
",,,,"021-63400290 (zh,RDV),021-63400270 (zh,RDV)","EST (zh),HDON (zh),PRO (zh),DON (zh),PRO (ja),PEDO (zh),PRO (en)",
151,Shanghai East International Medical Center　,上海东方国际医院,"No.150, JiMo Road Shanghai",上海市即墨路150号,Shanghai,上海,200120,marketing@seimc.com.cn.,http://www.seimc.com.cn/,31.243424,121.519096,,"Introduction
\
Shanghai East International Medical Center (SEIMC) is a highly respected joint venture hospital in Shanghai’s booming Lujiazui Financial District. SEIMC opened in 2003 and has been providing quality 24-hour care to the international community in Shanghai and its neighboring provinces. Our dedicated international team of multilingual medical professionals provide a wide range of world-class services that make us the healthcare provider of choice for multinational corporations, international schools, foreign consulates, five-star hotels, and families from all over the world.
\

\
For 10 years, our medical center has been a leader in expatriate healthcare. Some of our notable accomplishments in Shanghai’s medical field include:
\

\
• First to receive a comprehensive hospital operating license in Shanghai 
\
• First to establish 24-hour out-patient and in-patient service 
\
• First to establish in-house operating theaters 
\
• First to offer GE digital x-ray and digital mammography
\
• Primary provider for English-speaking emergency care in Pudong
\

\

\
History 
\
In 2001, the leadership team of a newly-built hospital in Lujiazui was introduced to several doctors and hospital administrators from the United States who were interested in making a difference in China. Out of this conversation came the idea of creating comprehensive hospital with a highly qualified, international team of doctors that would the first of its kind in Shanghai.
\

\
Shanghai East International Medical Center opened its doors in 2003 as a U.S.-China joint venture hospital founded by Shanghai East Hospital and U.S. Healthcare Management Enterprises, Inc., a California-based healthcare organization.
\

\
The hospital continues to care for people of all nationalities and has saved numerous lives since its opening. With an expansion in progress and a growing expatriate community, Shanghai East International Medical Center sees a bright future for healthcare in Shanghai and is committed to delivering exceptional medical care to Shanghai’s citizens for decades to come.
\

\

\
Mission Statement 
\
We shall strive to provide prompt and efficient provision of safe, contemporaneous, evidence-based, patient-oriented and accessible services to Shanghai East International Medical Center's patients. 
\

\

\
Vision &amp; Core
\
Values Shanghai East International Medical Center strive to be the best healthcare provider by offering safe, evidence-based and patient-oriented practices through its global team of professionals.
\
",上海东方联合医院（上海东方国际医院有限公司）是上海最具规模的中外合作的综合性医院。我院能够为您提供综合性的医疗保健服务，包括家庭全科、儿科、妇产科、脊椎神经治疗科、专家会诊、住院服务以及外科手术等。我们拥有众多经验丰富、全日制的国际医疗专家，有24小时的热线电话，并可直接与众多国际保险公司结单。我们正在为越来越多的制造加工业、国际学校、外国领事馆、五星级酒店、以及来自世界各地的家庭提供便捷的高水准的医疗服务。,,,"021 5879-9999 (zh,RDV)","CAR (zh),URG (zh),CHI (zh),GYN (zh),PED (zh),REHAB (zh),CHIN (zh),RHU (zh),INT (zh),END (zh),URO (zh),ORTHOPEDIE (zh),SPO (zh),ONC (zh),OPH (zh),DER (zh),ORL (zh),GEN (zh)",
154,SinoUnited Health-Portman Clinic,盛和康复医疗中心,"Suite 601, Shanghai Centre, No.1376 Nanjing Road (W)Shanghai",上海市静安区南京西路1376号上海商城西峰601室,Shanghai,上海,200040,contact@sinounitedhealth.com,www.sinounitedhealth.com.cn,31.232881,121.457885,,"SinoUnited Health is the first western medical center in Shanghai that specializes in all aspects of pain management and rehabilitation. Since 2004, experts from around the world in the fields of Orthopedics, Physiotherapy, Sports Medicine, Neurology, Osteopathy and Pain Management work together to accurately diagnose and treat our patients’ medical problems. 
\

\
At SinoUnited Health, our goal is more than just the immediate alleviation of pain. We are dedicated to curing people or improving their quality of life after an injury, accident, disease or surgery. We treat the source of pain so that our patients will be able to live without limitations. 
\

\
SinoUnited Health’s three Shanghai medical centers are committed to offering you the highest standard of international healthcare. We welcome you to visit our facilities and explore our extensive direct billing network.
\

\

\
As an International clinic we offer our services in a variety of languages to our patients including: English, Japanese, Chinese, German, Italian, French, Swedish, Danish, Norwegian, and Turkish.
\
","盛和康复医学中心是上海首家以康复治疗、骨科诊疗、疼痛医学和运动医学见长的专业外资高端医疗机构。
\

\

\
2004年成立以来，我们一直致力于提供优质的个性化康复医疗服务。我们拥有世界一流的康复医疗团队。
\

\

\
在盛和康复医学中心，您享受到的是世界一流的医疗服务，并且对于您的治疗不只限于诊所，我们的医务人员会帮助您进行全天候的积极康复！我们的医疗团队将从根源治疗您的伤痛，并且教会您如何在日常生活中预防病痛。
\

\
让您随心所“动”！
\
",,,"021 6279 8920 (zh,STAND)","KINE (zh),ORTHOPEDIE (zh),REHAB (zh),SPO (zh),OST (zh),NEUR (zh)",
155,Klinoerth Therapy Clinic,明珍健康信息咨询,"Room 1819, 500 Xiang Yang Nan Road, Xu Hui district, Shanghai","上海徐汇区，襄阳南路500号, 1819室",Shanghai,上海,,info@klinoerth.com,http://www.klinoerth.com/,31.211837,121.464358,"La philosophie de Klinœrth : La voie vers votre guérison 
\

\
Notre philosophie favorise un style de vie plus sain et fournit des services en réadaptation chez les enfants et les adultes à travers des professionnels qualifiés qui ont comme objectif d'établir la norme en Chine pour des soins en réadaptation. Cela exige un travail d'équipe rigoureux, ainsi qu'un grand dévouement. Nous mettons notre écoute et notre volonté d'apprentissage au service de nos patients.
\

\

\
L'atteinte de cet objectif se traduit par une prise en charge individualisée de chaque patient, et l'application de normes éthiques et professionnelles supérieures dans le domaine de la santé.
\

\

\
Notre philosophie est le fondement de notre réussite.
\

\
- Psychologie
\
- Orthophonie 
\
- Physiothérapie ou Kinésithérapie
\
- Chiropractie
\
- Médicine Alternative: balancement énergétique
\
- Ergothérapie
\
- Semelle Orthopédique
\
","Our philosophy is to promote a healthier lifestyle and provide rehabilitation services for children and adults through the treatment of caring and qualified professionals who are committed to setting the standard of rehabilitative care in China.
\

\
This requires relentless team work and great devotion. We put our listening and our insatiable willingness to learn at our patient's disposition.
\

\
The fulfillment of this objective translates into an individualized treatment plan for each patient and the application of higher ethical and professional standards within the healthcare field.
\

\
Our philosophy is the foundation of our success.
\

\
We can provide you with a wide range of treatments dedicated to improve your quality of life, including:
\

\
-Acupuncture
\
- Psychology
\
- Educational psychology
\
- Physiotherapy
\
- Chiropractics
\
- Speech Therapy
\
- Occupational Therapy
\
- Energy Balancing
\
- Foot Orthotics
\
","Klinoerth的宗旨是提倡一种更加健康的生活方式，并且我们通过在中国具有标准康复治疗的专业人员为孩子和成人进行治疗服务。这不仅要求我们具有不懈的团队精神，更需要有对工作的巨大热忱。我们将非常乐意站在病人的角度上去倾听并学习。
\

\
Klinoerth的宗旨将会完全的融入到每一个病人的个性化治疗中，并且把更高的道德和专业化标准的应用贯穿于医疗保健领域之中。
\

\
这一切便是我们成功的基础。
\

\
我们提供一系列的治疗方式以提高您的健康质量。
\

\
针灸
\
心理治疗
\
教育（改造）心理学
\
物理治疗
\
脊柱神经按摩治疗
\
语言治疗
\
职业治疗
\
替代治疗
\
足部矫正
\
",,,"021 5466 2621 (zh,RDV)","ACC (zh),CHIROP (zh),ORTHOPEDIE (zh),OST (zh),PSYCHO (zh),KINE (zh),ORTHOPHO (zh),REHAB (zh)",
156,Shanghai Aier Eye Hospital-International Patients Service Center,爱尔眼科-国际部,"No.1286, Hongqiao Road (near Songyuan Road), Changning District, Shanghai",长宁区虹桥路1286号（近宋园路）,Shanghai,上海,,ipsc@aier021.com,http://www.aier021.com/en/,31.201933,121.419199,,"Shanghai Aier Eye Hospital, founded by the AIER Ophthalmology Hospital Group, which is the largest chain ophthalmology center in China, is a large-scale comprehensive ophthalmic medical center &amp; hospital. Shanghai Aier Eye Hospital is committed to providing world-class professional ophthalmic services.
\

\

\
International Patients Service Center(IPSC) of Shanghai AIER Eye Hospital is committed to provide high quality and comprehensive eye care service at international standards for the expatriates living in shanghai and beyond. We help you treat and take care of your sight. Whether you need highly specialized surgery or simply your first pair of glasses, you can get the very best ophthalmic care at IPSC.
\

\

\
IPSC has a professional team consisted of doctors and nurses who are multi-lingual (English, Japanese) and have international education background and working experience. Our medical doctors are qualified ophthalmologists and are licensed both in China and abroad. They specialize in all aspects of eye care, including diagnosis, management and surgery for eye diseases. 
\

\

\
IPSC also offers a complete range of support services, such as telephone/online consultation, routin eye screen and 24-hour inpatient service, etc.
\
",,,,"(021)32519930 (en,RDV)","OPH (zh),ORTHOPTIE (zh)",
158,Brånemark Osseointegration Center Shanghai,上海百年茂口腔门诊部,"368, Shanghai Centre, No.1376, Nanjing West Road, Shanghai",上海静安区南京西路1376号上海商城3楼368室,Shanghai,上海,200003,info@abocs.cn,http://www.abocs.cn/,31.232802,121.458485,,"Brånemark Osseointegration Center
\
It is a privilege for our Shanghai operation to use the name “Brånemark Osseointegration Center” under direct authorization by Professor P-I Brånemark, “The Father of Dental Implants”.
\

\
It was the early sixties in Sweden when Professor P-I Brånemark discovered the phenomenon of “Osseointegration”. In 1965 Professor Brånemark treated the first patient with titanium dental implants. Since then, over millions of patients worldwide have received dental implants and enjoy better quality of life.
\

\
Our Company
\
Brånemark Osseointegration Center Shanghai, ABOCS, is a joint venture between the Dental Implants and Maxillofacial Centre (Hong Kong) and the Tokushinkai Dental Group (Shanghai).
\

\
Our professional team consists of experts from China, specialists from Hong Kong and Singapore.
\

\
Brånemark Osseointegration Center Shanghai has the state-of-the-art clinical facilities and cutting edge dental equipment for imaging, diagnosis and treatment. For examples, we have Sirona® C8+ and C4+ dental units, NewTom® VGi Cone Beam Scanner, KLS Martin marLED® operating light, Milestone Scientific CCLAD STA™, Nobel Biocare® Dental Implants, SimPlant® Crystal simulation software etc.","上海百年茂口腔Brånemark Osseointegration Center (BOC) –百年茂骨整合中心标志着一个非凡的背景。
\

\
当今种植牙技术源于瑞典白年茂教授（ Professor PI Brånemark） 在六十年代所作有关《骨整合技术》 Osseointegration 的科研成果。自1965年第一位种植牙患者起，到今天种植牙已经造福了数以百万计的患者。
\

\
和香港DIMFC一样，上海百年茂口腔是全球少数获得瑞典《骨整合技术》之父白年茂教授 （Professor PI Brånemark ）直接授权可使用其冠名权的种植牙中心。
\
",,,"137 0171 8101 (zh,URG),021 6289 8101 (zh,RDV)","CHIRM (zh),PAR (zh),PRO (zh),STO (zh),PRO (en),PRO (fr),PRO (de),CHIRM (en),PAR (en),STO (en)",
