hospital_id,hospital_name,id,name,english
6,上海胸科医院,1208,心内科-CCU,Cardiology -CCU
6,上海胸科医院,2892,心外科-7楼,Cardiac Surgery -7 House
6,上海胸科医院,2893,心外科-8楼,Cardiac Surgery -8 F
6,上海胸科医院,4765,呼吸科-1病区,Respiratory Diseases Ward -1
7,上海五官科医院,60,耳鼻喉科,Otolaryngology
7,上海五官科医院,61,麻醉科,Anesthesiology
7,上海五官科医院,62,营养科,Nutrition
7,上海五官科医院,63,眼科,Ophthalmology
7,上海五官科医院,64,耳鼻咽喉激光科,Laser Division of Otolaryngology
7,上海五官科医院,65,口腔科,Dentistry
7,上海五官科医院,66,汾阳视听,Fenyang audiovisual
7,上海五官科医院,67,心电图室,ECG room
7,上海五官科医院,68,心脏大血管外科,Cardiac vascular surgery
7,上海五官科医院,69,胸外科,Thoracic Surgery
7,上海五官科医院,1209,耳鼻喉科-鼻科及中西医结合鼻病中心,ENT - Nose and nasal Center of Integrative Medicine
7,上海五官科医院,1210,耳鼻喉科-耳神经颅底外科,ENT - Ear nerve skull base surgery
7,上海五官科医院,1211,耳鼻喉科-头颈外科,Otolaryngology - Head and Neck Surgery
7,上海五官科医院,1212,耳鼻喉科-咽喉科,ENT - Otorhinolaryngology
7,上海五官科医院,1213,耳鼻喉科-临床医学听力中心,ENT - Clinical Hearing Center
7,上海五官科医院,2882,眼科-6病房,-6 Ophthalmology ward
7,上海五官科医院,4806,耳鼻喉科-听觉言语疾病学科,ENT - Discipline Hearing Speech Pathology
8,上海五官科医院(浦东分院),2947,耳鼻喉科,Otolaryngology
9,上海市肿瘤医院,70,麻醉科,Anesthesiology
9,上海市肿瘤医院,71,乳腺外科,Breast Surgery
9,上海市肿瘤医院,72,急诊科,Emergency Department
9,上海市肿瘤医院,73,门诊部,Clinic
9,上海市肿瘤医院,74,泌尿外科,Urology
9,上海市肿瘤医院,75,普外科,General Surgery
9,上海市肿瘤医院,76,肿瘤妇科,Gynecological Cancer
9,上海市肿瘤医院,77,腹部外科,Abdominal Surgery
9,上海市肿瘤医院,78,胸外科,Thoracic Surgery
9,上海市肿瘤医院,79,肿瘤内科,Oncology
9,上海市肿瘤医院,80,头颈外科,Head and Neck Surgery
9,上海市肿瘤医院,81,大肠外科,Colorectal Surgery
9,上海市肿瘤医院,82,姑息治疗科,Palliative Care Division
9,上海市肿瘤医院,83,化疗科,Chemotherapy
9,上海市肿瘤医院,84,特需门诊,Special needs patient
9,上海市肿瘤医院,85,普内科,General internal medicine
9,上海市肿瘤医院,86,胰腺肝胆外科,Hepatobiliary Pancreatic Surgery
9,上海市肿瘤医院,87,妇科,Department of gynecology
9,上海市肿瘤医院,88,介入科,invasive technology department
9,上海市肿瘤医院,89,胃及软组织外科,Stomach and soft tissue surgery
9,上海市肿瘤医院,1232,乳腺外科-19病区,Breast Surgery -19 Ward
9,上海市肿瘤医院,1233,乳腺外科-20病区,Breast Surgery -20 Ward
9,上海市肿瘤医院,1234,乳腺外科-21病区,Breast Surgery -21 Ward
9,上海市肿瘤医院,1235,乳腺外科-临床实验,Breast surgery - clinical trials
9,上海市肿瘤医院,1236,肿瘤妇科-9病区,-9 Gynecological cancer ward
9,上海市肿瘤医院,1237,肿瘤妇科-10病区,-10 Gynecological cancer ward
9,上海市肿瘤医院,1238,肿瘤妇科-门诊,Gynecological cancer - Outpatient
9,上海市肿瘤医院,1239,胸外科-ICU,Thoracic Surgery -ICU
9,上海市肿瘤医院,1240,胸外科-5病区,Thoracic surgery ward -5
9,上海市肿瘤医院,1241,胸外科-6病区,Thoracic surgery ward -6
9,上海市肿瘤医院,1242,胸外科-7病区,Thoracic surgery ward -7
9,上海市肿瘤医院,1416,肿瘤内科-22病区,-22 Oncology ward
9,上海市肿瘤医院,1417,肿瘤内科-23病区,-23 Oncology ward
9,上海市肿瘤医院,1418,肿瘤内科-24病区,-24 Oncology ward
9,上海市肿瘤医院,3987,化疗科-24病区,Chemotherapy Ward -24
9,上海市肿瘤医院,3988,化疗科-28病区,Chemotherapy Ward -28
9,上海市肿瘤医院,3989,化疗科-23病区,Chemotherapy Ward -23
10,上海市闵行区肿瘤医院,3181,肿瘤科,Oncology
11,上海市第一妇婴保健院(西院),90,儿科,Pediatrics
11,上海市第一妇婴保健院(西院),91,麻醉科,Anesthesiology
11,上海市第一妇婴保健院(西院),92,产科,Obstetrics
11,上海市第一妇婴保健院(西院),93,生殖中心,Reproductive Center
11,上海市第一妇婴保健院(西院),94,产前诊断,Prenatal diagnosis
11,上海市第一妇婴保健院(西院),95,乳腺外科,Breast Surgery
11,上海市第一妇婴保健院(西院),96,宫颈门诊,Cervical Clinic
11,上海市第一妇婴保健院(西院),97,计划生育科,Family Planning Branch
11,上海市第一妇婴保健院(西院),98,妇产科,Obstetrics and Gynecology
11,上海市第一妇婴保健院(西院),99,外科,Surgical
11,上海市第一妇婴保健院(西院),100,贵宾门诊部,VIP clinic
11,上海市第一妇婴保健院(西院),101,辅助生殖,Assisted Reproduction
11,上海市第一妇婴保健院(西院),102,人流室,Abortion
11,上海市第一妇婴保健院(西院),1424,生殖中心-男科,Reproductive Center - Andrology
11,上海市第一妇婴保健院(西院),4763,妇产科-妇科,Obstetrics - Gynecology
11,上海市第一妇婴保健院(西院),4764,妇产科-妇科肿瘤,Obstetrics and Gynecology - Gynecologic Oncology
12,上海市第一妇婴保健院(南院),3112,麻醉科,Anesthesiology
12,上海市第一妇婴保健院(南院),3113,儿科,Pediatrics
12,上海市第一妇婴保健院(南院),3114,产科,Obstetrics
13,上海市儿童医院,103,急诊科,Emergency Department
13,上海市儿童医院,104,麻醉科,Anesthesiology
13,上海市儿童医院,105,儿童康复中心,Children's Rehabilitation Center
13,上海市儿童医院,106,耳鼻喉科,Otolaryngology
13,上海市儿童医院,107,小儿心血管科,Pediatric Cardiology
13,上海市儿童医院,108,新生儿科,Neonatology
13,上海市儿童医院,109,门诊,Outpatient
13,上海市儿童医院,110,小儿神经内科,Pediatric neurology
13,上海市儿童医院,111,小儿呼吸内科,Pediatric Respiratory Medicine
13,上海市儿童医院,112,小儿血液科,Pediatric Hematology
13,上海市儿童医院,113,ICU,ICU
13,上海市儿童医院,114,儿童保健所,Children's Health
13,上海市儿童医院,115,小儿普外科,Pediatric General Surgery
13,上海市儿童医院,116,小儿肾脏内科,Pediatric Nephrology
13,上海市儿童医院,117,小儿内科,Department of Pediatrics
13,上海市儿童医院,118,小儿心胸外科,Pediatric Cardiothoracic Surgery
13,上海市儿童医院,119,上海市儿童医院特需病房,Shanghai Children's Hospital special wards
13,上海市儿童医院,120,小儿骨科,Pediatric orthopedics
13,上海市儿童医院,121,小儿泌尿外科,Pediatric Urology
13,上海市儿童医院,122,心电图室,ECG room
13,上海市儿童医院,123,新生儿筛查中心,Newborn Screening Center
13,上海市儿童医院,124,营养研究室,Nutrition Research
13,上海市儿童医院,125,综合病房,Comprehensive Ward
13,上海市儿童医院,126,普外科,General Surgery
13,上海市儿童医院,127,皮肤科,Dermatology
13,上海市儿童医院,128,眼科,Ophthalmology
13,上海市儿童医院,2915,特需病房-体检服务,Special wards - medical services
14,上海市眼病防治中心防治所,129,专家门诊,Expert patient
14,上海市眼病防治中心防治所,130,眼科,Ophthalmology
14,上海市眼病防治中心防治所,131,眼病防治中心,Eye Disease Prevention Center
16,上海市皮肤病医院,132,性病科,Venereology
16,上海市皮肤病医院,133,皮肤科,Dermatology
16,上海市皮肤病医院,134,美容科,Cosmetology
16,上海市皮肤病医院,135,综合治疗科,Comprehensive treatment Branch
16,上海市皮肤病医院,136,感染科,Infectious Diseases
16,上海市皮肤病医院,137,皮肤内科,Skin Medicine
16,上海市皮肤病医院,138,老年皮肤科,Elderly Dermatology
17,同济口腔医院,139,儿童口腔科,Children's dentistry
17,同济口腔医院,140,口腔颌面外科,Oral and Maxillofacial Surgery
17,同济口腔医院,141,口腔内2科,Dentistry - division 2
17,同济口腔医院,142,口腔内1科,Dentistry- division 1
17,同济口腔医院,143,口腔修复1科,Prosthodontics 1 Division
17,同济口腔医院,144,口腔预防科,Oral Prevention Branch
17,同济口腔医院,145,口腔正畸科,Orthodontics
17,同济口腔医院,146,口腔综合科,General Department of Oral
17,同济口腔医院,147,老年口腔科与残疾人口腔科,Elderly and Disabled dental dentistry
17,同济口腔医院,148,口腔种植科,Division of Oral Implantology
17,同济口腔医院,149,麻醉科,Anesthesiology
17,同济口腔医院,150,牙周科,Periodontal Branch
18,上海市公共卫生临床中心(金山本部),151,呼吸内科,Respiratory Medicine
18,上海市公共卫生临床中心(金山本部),152,消化内科,Gastroenterology
18,上海市公共卫生临床中心(金山本部),153,感染科,Infectious Diseases
18,上海市公共卫生临床中心(金山本部),154,ICU,ICU
18,上海市公共卫生临床中心(金山本部),155,传染病科,Infectious Diseases
18,上海市公共卫生临床中心(金山本部),156,肝病科,Liver Diseases Branch
18,上海市公共卫生临床中心(金山本部),157,肝胆科,Hepatobiliary Division
18,上海市公共卫生临床中心(金山本部),158,儿科,Pediatrics
18,上海市公共卫生临床中心(金山本部),159,肝炎科,Hepatitis Branch
18,上海市公共卫生临床中心(金山本部),160,眼科,Ophthalmology
18,上海市公共卫生临床中心(金山本部),161,普通外科,Normal Surgery
18,上海市公共卫生临床中心(金山本部),162,妇产科,Obstetrics and Gynecology
18,上海市公共卫生临床中心(金山本部),163,口腔科,Dentistry
18,上海市公共卫生临床中心(金山本部),164,耳鼻喉科,Otolaryngology
18,上海市公共卫生临床中心(金山本部),165,CT室,CT room
18,上海市公共卫生临床中心(金山本部),166,专家门诊,Expert patient
18,上海市公共卫生临床中心(金山本部),167,肝移植科,Liver Transplantation
18,上海市公共卫生临床中心(金山本部),168,结核科,Tuberculosis Division
18,上海市公共卫生临床中心(金山本部),169,肝病中心,Liver Center
18,上海市公共卫生临床中心(金山本部),1320,感染科-感染2科,Infectious Diseases - unit 2
18,上海市公共卫生临床中心(金山本部),1321,感染科-特需病房,Infectious Diseases - special wards
18,上海市公共卫生临床中心(金山本部),1322,感染科-感染1科,Infectious Diseases - unit 1
18,上海市公共卫生临床中心(金山本部),1323,肝病科-13病区,Hepatology -13 Ward
18,上海市公共卫生临床中心(金山本部),1324,肝病科-20病区,Hepatology ward -20
18,上海市公共卫生临床中心(金山本部),1325,肝病科-15病区,Hepatology ward -15
18,上海市公共卫生临床中心(金山本部),2940,肝炎科-门诊,Hepatitis Branch - Outpatient
19,上海市公共卫生临床中心(市区分部),3048,肝病科,Liver Diseases Branch
19,上海市公共卫生临床中心(市区分部),3049,感染科,Infectious Diseases
19,上海市公共卫生临床中心(市区分部),3050,消化内科,Gastroenterology
19,上海市公共卫生临床中心(市区分部),3051,麻醉科,Anesthesiology
19,上海市公共卫生临床中心(市区分部),3052,门诊部,Clinic
20,上海儿童医学中心,170,儿科,Pediatrics
20,上海儿童医学中心,171,麻醉科,Anesthesiology
20,上海儿童医学中心,172,神经外科,Neurosurgery
20,上海儿童医学中心,173,神经内科,Department of Neurology
20,上海儿童医学中心,174,消化内科,Gastroenterology
20,上海儿童医学中心,175,呼吸内科,Respiratory Medicine
20,上海儿童医学中心,176,儿保科,Child protection
20,上海儿童医学中心,177,外科,Surgical
20,上海儿童医学中心,178,胸外科,Thoracic Surgery
20,上海儿童医学中心,179,泌尿外科,Urology
20,上海儿童医学中心,180,眼科,Ophthalmology
20,上海儿童医学中心,181,肾内科,Nephrology
20,上海儿童医学中心,182,NICU,NICU
20,上海儿童医学中心,183,PICU,PICU
20,上海儿童医学中心,184,感染科,Infectious Diseases
20,上海儿童医学中心,185,骨科,Orthopedics
20,上海儿童医学中心,186,过敏免疫科,"Division of Allergy, Immunology"
20,上海儿童医学中心,187,内科,Internal medicine
20,上海儿童医学中心,188,皮肤科,Dermatology
20,上海儿童医学中心,189,五官科,ENT
20,上海儿童医学中心,190,综合病房,Comprehensive Ward
20,上海儿童医学中心,191,儿科研究所,Institute of Pediatrics
20,上海儿童医学中心,192,新生儿科,Neonatology
20,上海儿童医学中心,193,口腔科,Dentistry
20,上海儿童医学中心,194,耳鼻咽喉科,"Ear, nose and throat"
20,上海儿童医学中心,195,心电图室,ECG room
20,上海儿童医学中心,196,儿内科,Child medicine
20,上海儿童医学中心,197,急诊医学科,Emergency Medicine
20,上海儿童医学中心,198,心脏大血管外科,Cardiac vascular surgery
20,上海儿童医学中心,199,营养科,Nutrition
20,上海儿童医学中心,200,风湿科,Rheumatology
20,上海儿童医学中心,201,心内科,Cardiology
20,上海儿童医学中心,1436,胸外科-重症监护室,Thoracic Surgery - Intensive Care Unit
20,上海儿童医学中心,1437,斜弱视专科,Oblique amblyopia specialist
20,上海儿童医学中心,1465,内科-内科门诊,Internal Medicine - Medicine Clinic
20,上海儿童医学中心,4818,心内科-3科,Division of Cardiology -3
20,上海儿童医学中心,4819,心内科-4科,Division of Cardiology -4
20,上海儿童医学中心,4820,心内科-心脏彩超室,Cardiology - echocardiography room
22,上海市肺科医院,202,胸外科,Thoracic Surgery
22,上海市肺科医院,203,肿瘤科,Oncology
22,上海市肺科医院,204,心内科,Cardiology
22,上海市肺科医院,205,麻醉科,Anesthesiology
22,上海市肺科医院,206,急诊科,Emergency Department
22,上海市肺科医院,207,呼吸科,Respiratory Diseases
22,上海市肺科医院,208,结核科,Tuberculosis Division
22,上海市肺科医院,209,尘肺科,Pneumoconiosis Branch
22,上海市肺科医院,210,体检中心,Medical center
22,上海市肺科医院,211,重症监护室,ICU
22,上海市肺科医院,212,影像科,Radiology
22,上海市肺科医院,213,感染科,Infectious Diseases
22,上海市肺科医院,214,肺循环科,Branch pulmonary circulation
22,上海市肺科医院,215,肺内科,Pulmonary Medicine
22,上海市肺科医院,216,日间病房,Day Ward
22,上海市肺科医院,217,内分泌科,Endocrinology
22,上海市肺科医院,218,妇科,Department of gynecology
22,上海市肺科医院,219,普内科,General internal medicine
22,上海市肺科医院,220,普外科,General Surgery
22,上海市肺科医院,221,生殖中心,Reproductive Center
22,上海市肺科医院,222,神经内科,Department of Neurology
22,上海市肺科医院,223,神经外科,Neurosurgery
22,上海市肺科医院,224,内窥镜室,Endoscopic room
22,上海市肺科医院,225,内科门诊,Medical clinic
22,上海市肺科医院,1358,胸外科-5楼病区,-5 Floor Thoracic Surgery Ward
22,上海市肺科医院,1359,胸外科-6楼病区,-6 Floor Thoracic Surgery Ward
22,上海市肺科医院,1360,胸外科-2楼ICU监护室,-2 Floor Thoracic Surgery ICU intensive care unit
22,上海市肺科医院,1361,胸外科-1科,-1 Division of Thoracic Surgery
22,上海市肺科医院,1362,胸外科-4科,Division of Thoracic Surgery -4
22,上海市肺科医院,1363,肿瘤科-4病区,-4 Oncology ward
22,上海市肺科医院,1364,肿瘤科-1病区,-1 Oncology ward
22,上海市肺科医院,1365,肿瘤科-2病区,Oncology ward -2
22,上海市肺科医院,1366,肿瘤科-3病区,Oncology ward -3
22,上海市肺科医院,1367,呼吸科-2区,District of Respiratory -2
22,上海市肺科医院,1368,呼吸科-3区,District of Respiratory -3
22,上海市肺科医院,1369,呼吸科-1区,Department of Respiratory -1 region
22,上海市肺科医院,1370,呼吸科-肺循环,Respiratory Diseases - Pulmonary Circulation
22,上海市肺科医院,1425,结核科-1病区,Section -1 tuberculosis ward
22,上海市肺科医院,1426,结核科-5病区,Tuberculosis Division -5 Ward
22,上海市肺科医院,1427,结核科-4病区,Tuberculosis Division -4 Ward
22,上海市肺科医院,1428,结核科-3病区,Section -3 tuberculosis ward
22,上海市肺科医院,1429,结核科-2病区,Section -2 tuberculosis ward
22,上海市肺科医院,2899,影像科-CT室,Radiology -CT room
23,东方肝胆医院,226,胆道2科,Biliary 2 families
23,东方肝胆医院,227,肝脏内科,Liver Medicine
23,东方肝胆医院,228,肿瘤综合治疗科,Comprehensive cancer therapy department
23,东方肝胆医院,229,麻醉科,Anesthesiology
23,东方肝胆医院,230,肝外2科,Extrahepatic 2 families
23,东方肝胆医院,231,肝外1科,Extrahepatic a Branch
23,东方肝胆医院,232,肝外3科,Extrahepatic 3 families
23,东方肝胆医院,233,胆道1科,Biliary a Branch
23,东方肝胆医院,234,ICU,ICU
23,东方肝胆医院,235,微创1科,Minimally Invasive a Branch
23,东方肝胆医院,236,腹腔镜科,Laparoscopic Branch
23,东方肝胆医院,237,肝胆内2科,2 families within the hepatobiliary
23,东方肝胆医院,238,特需诊疗,Special Needs Clinic
23,东方肝胆医院,239,综合治疗3科,Comprehensive treatment of 3 families
23,东方肝胆医院,240,肝外4科,Extrahepatic 4 families
23,东方肝胆医院,241,普通外科,Normal Surgery
23,东方肝胆医院,242,肝外6科,Extrahepatic 6 families
23,东方肝胆医院,243,肝外5科,Extrahepatic 5 families
23,东方肝胆医院,244,肝移植科,Liver Transplantation
23,东方肝胆医院,245,心电图室,ECG room
23,东方肝胆医院,246,肝胆内科,Hepatobiliary Medicine
23,东方肝胆医院,247,肝胆外科,Hepatobiliary Surgery
23,东方肝胆医院,248,介入1科,invasive technology department 1
23,东方肝胆医院,249,肿瘤生物治疗科,Cancer Biotherapy
23,东方肝胆医院,2941,特需诊疗-特需治疗1科,Special Needs Clinic - Treatment of a special needs families
23,东方肝胆医院,2942,特需诊疗-特需治疗2科,Special Needs Clinic - 2 families with special needs therapy
23,东方肝胆医院,2943,特需诊疗-特需治疗3科,Special Needs Clinic - 3 families with special needs therapy
24,上海儿科医院(枫林路门诊部),1090,门诊,Outpatient
24,上海儿科医院(枫林路门诊部),1091,内科,Internal medicine
24,上海儿科医院(枫林路门诊部),1092,感染科,Infectious Diseases
24,上海儿科医院(枫林路门诊部),1093,内分泌科,Endocrinology
24,上海儿科医院(枫林路门诊部),1094,急诊科,Emergency Department
24,上海儿科医院(枫林路门诊部),1095,心胸外科,Cardiothoracic Surgery
25,上海儿科医院,250,神经内科,Department of Neurology
25,上海儿科医院,251,麻醉科,Anesthesiology
25,上海儿科医院,252,重症监护,Intensive Care
25,上海儿科医院,253,心胸外科,Cardiothoracic Surgery
25,上海儿科医院,254,内分泌科,Endocrinology
25,上海儿科医院,255,血液内科,Hematology
25,上海儿科医院,256,普通内科,Normal internal medicine
25,上海儿科医院,257,耳鼻喉科,Otolaryngology
25,上海儿科医院,258,门诊,Outpatient
25,上海儿科医院,259,呼吸科,Respiratory Diseases
25,上海儿科医院,260,儿科,Pediatrics
25,上海儿科医院,261,专家门诊,Expert patient
25,上海儿科医院,262,新生儿科,Neonatology
25,上海儿科医院,263,特需病房,Special wards
25,上海儿科医院,264,泌尿外科,Urology
25,上海儿科医院,265,儿研所,Child Institute
25,上海儿科医院,266,传染科,Department of Infectious Diseases
25,上海儿科医院,267,心血管内科,Department of Cardiology
25,上海儿科医院,268,心电图室,ECG room
25,上海儿科医院,269,骨科,Orthopedics
25,上海儿科医院,270,普外科,General Surgery
25,上海儿科医院,271,儿童保健科,Child Health Division
25,上海儿科医院,272,皮肤科,Dermatology
25,上海儿科医院,273,心理科,Psychologist
25,上海儿科医院,274,消化内科,Gastroenterology
25,上海儿科医院,275,肾内科,Nephrology
25,上海儿科医院,276,口腔科,Dentistry
25,上海儿科医院,277,PICU,PICU
25,上海儿科医院,278,小儿普外科,Pediatric General Surgery
25,上海儿科医院,279,大内科,Internal Medicine Specialties
25,上海儿科医院,280,感染科,Infectious Diseases
25,上海儿科医院,281,急诊科,Emergency Department
25,上海儿科医院,282,呼吸内科,Respiratory Medicine
25,上海儿科医院,283,急救科,Emergency department
25,上海儿科医院,1414,儿研所-免疫室,Child Institute - Immunology
25,上海儿科医院,1415,传染科-肝病科,Infectious Diseases - Liver Diseases Branch
25,上海儿科医院,1420,普外科-七病房,General Surgery - seven wards
26,上海伽玛医院,284,神经外科,Neurosurgery
27,上海仁济医院(西院),285,普通内科,Normal internal medicine
27,上海仁济医院(西院),286,急诊科,Emergency Department
27,上海仁济医院(西院),287,心内科,Cardiology
27,上海仁济医院(西院),288,感染科,Infectious Diseases
27,上海仁济医院(西院),289,肾脏科,Nephrology
27,上海仁济医院(西院),290,五官科,ENT
27,上海仁济医院(西院),291,消化内科,Gastroenterology
27,上海仁济医院(西院),292,胸外科,Thoracic Surgery
27,上海仁济医院(西院),293,普通外科,Normal Surgery
27,上海仁济医院(西院),294,神经外科,Neurosurgery
27,上海仁济医院(西院),295,神经内科,Department of Neurology
27,上海仁济医院(西院),296,眼科,Ophthalmology
27,上海仁济医院(西院),297,泌尿外科,Urology
27,上海仁济医院(西院),298,呼吸科,Respiratory Diseases
27,上海仁济医院(西院),299,内分泌科,Endocrinology
27,上海仁济医院(西院),300,妇产科,Obstetrics and Gynecology
27,上海仁济医院(西院),301,儿科,Pediatrics
27,上海仁济医院(西院),302,风湿病学科,Rheumatology discipline
27,上海仁济医院(西院),303,麻醉科,Anesthesiology
27,上海仁济医院(西院),304,骨科,Orthopedics
27,上海仁济医院(西院),305,血管外科,Vascular Surgery
