id,nom,nom_zh,adresse,adresse_zh,ville,ville_zh,cp,mail,website,latitude,longitude,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( tel (lang,type )),enum( spe (lang))
129,KOWA DENTAL Jinmao Clinic (Pudong),科瓦金茂店---浦东,"3N1-3N3, J-life Center,No.88, Century Boulevard, Jinmao Tower",浦东新区世纪大道88号金茂大厦(裙房)3N1-3N5,Shanghai,上海,200021,service@kowa.cn,http://www.kowa-dental.com,31.240811,121.512384,,,"科瓦齿科隶属于上海科瓦口腔门诊有限公司，把握世界前沿口腔诊疗技术脉动，专注于为客户提供专业、安全、卫生、美观、舒适的口腔诊疗服务。
\

\
科瓦齿科享用德国百年齿科经验，汇聚中国、美国、法国、日本、中国台湾、韩国、德国等多国国际知名口腔专业医师，特聘多位口腔医学博士后、博士常年坐诊，满足不同国籍会员的诊疗需求。
\
科瓦齿科拥有全球先进口腔诊疗设备，引进德国多款高端的齿科诊疗设备，包括：数字内窥镜、龋齿激光探测、全景扫描机、牙根尖扫描、德国卡瓦牙椅、三维CT等，为您提供精准的口腔诊疗支持。
\
科瓦齿科严格执行德国米拉格消毒灭菌管理，超越您对卫生条件的高要求。
\

\
科瓦齿科拥有心理学级别的就医环境，采用一医一诊室的诊疗方式，国际标准的口腔四手操作，使您在舒适、平静、安全的感觉中完成整个诊疗护理过程，避免自发的恐惧和疼痛的心理暗示。科瓦提供超值的服务价格，会员可享受到相当于国家公立医院特需门诊的价格及每年会员专属免费项目。
\
科瓦齿科严格执行美国ADA专业管理，超越您对口腔诊疗服务的高要求。
\
科瓦齿科提供20余家国际保险直接结算服务。科瓦齿科拥有众多名人、企业CEO、外企高管会员，与世界精英同侪，会员身份自然尊贵。
\
科瓦成为30余家世界500强企业、中国100强企业员工口腔医疗定点机构。 
\
科瓦齿科国际种植中心通过欧盟CE认证，拥有美国、德国、瑞士、瑞典、韩国等全球知名种植系统，并成为口腔种植专业的演示中心及培训基地；国际口腔种植中心落户科瓦，科瓦并成为教学医院。
\
科瓦齿科特邀国际齿科权威专家喻剑明（美国哈佛正畸学博士后）、张永刚、冯雨欣、毕东君、Jean Haziza(法国)等30余位专家坐诊；与美国、日本、德国、中国台湾等国际知名口腔产品生产企业合作；运用先进材料，保护你的口腔健康。
\

\
科瓦齿科以&quot;客户满意，我们永远的追求&quot;为宗旨，始终用超越现在的眼光审度，以未来为导向，以优质个性化的服务理念，为您的口腔健康竭尽全力。 ",,,"021 5108 2222 (en,STAND),400 6060 222 (zh,STAND)","PED (zh),DENT (zh)",
130,Body & Soul Medical Clinics - Minhang,身闵佳门诊部,"No.211, Cheng Jia Qiao Zhi Road", 程家桥支路211号,Shanghai,上海,201107,minhang@bodyandsoul.com.cn,http://www.tcm-shanghai.com,31.190289,121.389805,,"&quot;Helping people to make a smooth transition into harmonious, balanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including diet and exercise programs. 
\

\
Welcome to our clinic in Minhang where we offer internal medicine, gynecology, acupuncture, tuina-massage, physiotherapy, psychological and nutrition consultations. 
\

\
Our Minhang clinic also offers laboratory, ultrasound and X-ray diagnostics. Our in-house pharmacy dispenses all prescribed medications. The Minhang clinic is located in southwest Shanghai. It is close to the crossing of Hongmei Lu and Chengjiaqiao Zhi Road near the City Shop.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback. ",,,,"021 6461 6550 (ja,STAND),021 6461 6550 (en,STAND),021 6461 6550 (zh,STAND)","CHIN (zh),CHIN (en),GYN (zh),INT (zh),DER (de),DER (zh),DIE (zh),GYN (de),ACC (en),GYN (en),DER (ja),CHIROP (en),POD (en),ACC (de),GYN (ja),CHIROP (hk),ACC (zh),DER (en),OST (zh),INT (en),INT (de),INT (ja),DIE (en),OST (en),KINE (en),KINE (de),PSYCHO (en),PSYCHO (es),CHIN (de),CHIN (ja),CHIN (es)",
131,ProMed Cancer Centers – Shanghai,上海百瑞肿瘤,"No.170, Danshui Road, LuWan District",卢湾区淡水路170号,Shanghai,上海,200020,appointment@promedcancer.com,http://www.promedcancer.com,31.22459,121.479243,,"ProMed Cancer Centers offer world-class Personalized Quality Care (PQC) in a modern, friendly environment. PQC provides patients with the opportunity to spend up to one hour with their oncologist to develop a personalized treatment plan for their disease. The treatment plan is discussed by our multidisciplinary team of radiation and medical oncology experts who carefully review and evaluate all treatment plans prior to the beginning of care. 
\

\
The patient will have the SAME physician follow their entire course of treatment which allows a trusting relationship to develop between the patient and physician, but patients have the benefit of access to the expertise of all physicians in the Cancer Center.
\

\
We are committed to providing expert, personalized and compassionate treatment that allows patients to live longer and better lives, and improving the overall standards of cancer care through employing the latest technologies, expertise, and management protocols.
\

\
The medical staff of ProMed Cancer Centers and American Cancer Centers, Ltd. are under the direction of internationally recognized physicians from the United States and the United Kingdom with board certification and clinical and research expertise in the fields of radiation oncology and medical oncology. ","上海百瑞肿瘤毗邻卢湾区的新天地，诊疗机构拥有3000平米的宽敞诊疗空间，致力于为您提供国际标准的个体化优质诊疗(PQC)。个体化优质诊疗是一种综合性患者诊疗疗法，我们医生及护士在整个治疗过程中密切监察每个患者。通过百瑞多学科综合诊疗团队对患者健康的全心投入，个体化优质诊疗确保治疗效果更显著更令人满意。 
\

\
上海百瑞肿瘤配备尖端的诊断技术和规范流程、现代化诊疗设备和经验丰富的管理团队，拥有经过专业认证的国际顶尖医生，与国内的知名医生相辅相成，为您提供更专业更贴心的服务。
\

\
我们秉承“以患者为先”的理念，使用世界领先的治疗流程和诊疗方案，为男性和女性患者提供许多不同类型癌症的诊疗服务，包括乳腺、肺、前列腺、肝脏、卵巢、子宫、子宫颈、食管、胃、胰腺、大肠等。",,,"021 3331 9991 (en,RDV),021 3331 9991 (zh,STAND)","RAD (zh),RAD (en),ONC (zh)",
132,Raffles Medical Shanghai,上海莱佛士医疗,"Level 2,No.1801, Hongmei Road, Inno Tower(Capitaland Building), Xuhui District",徐汇区虹梅路1801号 （曹河泾社区） A区凯科大厦 #02-02室 ,Shanghai,上海,200233,enquiries_shanghai@rafflesmedical.com,www.rafflesmedicalgroup.com,31.174145,121.404224,,"With the opening of our first medical centre in Shanghai, RafflesMedical’s unique brand of quality healthcare is now available in China.
\

\
Raffles Medical – Shanghai is a premier one-stop medical centre offering an array of medical services to individuals, corporate clients and their family. Our team of multi-disciplinary and multi-national doctors and healthcare professionals are at hand to meet your diverse medical needs.
\

\
Based in the Innov Tower at the business park along Hong Mei Lu, the medical centre is ideally positioned to serve the expatriate and local community in the region. We are also on the medical panel of many established insurance companies.
\

\
Raffles Medical – Shanghai provides a comprehensive range of services ranging from general medical and dental services to health screening. Together with Raffles Hospital in Singapore, we offer state-of-the-art medical services and professional medical and surgical expertise to patients in China.
\

\
As part of the Raffles Medical Group based in Singapore, you can be assured of the same reliable medical care that is synonymous with the Raffles brand.
\

\
Your Trusted Partner for Health
\
","       莱佛士医疗集团是新加坡最大的私人医疗集团，现进驻中国上海，扩展其高素质和一站式全方位医疗服务。莱佛士上海医疗中心位于漕河泾新兴技术开发区内的凯科国际大厦，旨在为国际企业客户和社会大众， 提供全面医疗服务。
\

\
       本医疗中心设备先进、环境优雅，有跨国籍的多学科专业医师和医护人员竭诚照顾您全家的健康。中心内主要设家庭全科、体检科及口腔科，给您卓越的保健呵护。患者为本，服务至上。我们所倡导的贴心服务理念，也将让您体验高品质的全面健康关怀。
\

\
设于新加坡的莱佛士医院，可满足来往中新两地的个人和团体的医疗需求。拥有先进的检验设施，舒适的门诊及住院环境，以及科目齐全的专科治疗， 是您迈向康复之道的首选医疗伙伴。
\

\
        我们同时是多家保险公司所核准的医疗伙伴，您和家人可放心到莱佛士医疗中心就诊。
\

\
       莱佛士医疗集团信誉卓著，我们秉持着专业的医护守则，真诚与您携手共创安康的未来。",,," 021 6197 2300 (zh,RDV), 021 6197 2300 (en,RDV)","PED (zh),GEN (zh),GYN (zh),DER (zh),DENT (zh),DENT (en),DER (en),GEN (en),GYN (en),PED (en)",
133,American Medical Center,美国医疗中心,"No.888, Tian Lin Road (1 East)",田林路888弄1号东楼,Shanghai,上海,200233,info@amc-shanghai.com,http://www.amc-shanghai.com,31.1715512,121.4232834,,"The American Medical Center (AMC) was founded with the mission to bring the highest American standards of healthcare to Shanghai. AMC provides comprehensive orthopedic care for all bone, joint, and soft tissue injuries, as well as internal medicine, pediatrics, preventive medicine, pain management, physical therapy, and medical imaging services. AMC’s renowned physicians have treated US presidents and professional athletes and bring their expertise to help patients in Shanghai.
\
 
\
AMC provides care to patients of all ages and nationalities and has direct billing agreements with most international insurance providers.","美国医疗中心(AMC)是由美国总统医疗团队、美国职业橄榄球联盟、美国职业曲棍球联合会和全美职业篮球协会顶尖医生共同在上海设立的医疗中心。其目标是为您提供与美国一流医疗中心同步的先进医疗服务，提供关节损伤、软组织损伤诊断治疗，及内科、儿科、全科、预防医学、康复科、疼痛治疗、影像科、高端微创骨外科服务。
\

\
美国医疗中心与大多数国际保险机构签约直付。
\

\
在AMC，我们坚信世界一流的医疗服务和专业的手术可以为中国和周边地区的患者服务。我们专业的医生团队和骨科医生团队积累了多年的经验，并在各个领域成为佼佼者。我们为专业的运动员、知名人士和美国总统提供医疗服务。我们提供全程的个性化医疗保健服务，包括医学成像、诊断、手术和康复。本中心配备了最先进的医疗仪器，有经验丰富的护士和麻醉师组成最先进的手术团队。在每一个医疗过程中，医生和物理治疗师一同合作，以制定最佳的康复计划。",,,"186 1623 9281 (en,STAND),021 6485 7333 (en,STAND)","CAR (zh),ORTHOPEDIE (zh),SPO (zh),CHIN (zh),URO (zh),GEN (zh),REHAB (zh),IMG (zh)",
134,WorldPath Clinic International,上海沃德医疗中心,"No.399, Nan Quan Road (N)",浦东新区世纪大道777号C座（南泉北路399号）,Shanghai,上海,200120,info@worldpathclinic.com,www.worldpathclinic.com,31.239436,121.52317,,"WorldPath Clinic International, is a comprehensive multi-specialty clinic, conveniently located in Pudong's financial district. It was founded in 2009 through a partnership of physicians and healthcare professionals in both China and the United States.
\

\
The clinic operates under the same principals found in the best U.S. medical facilities. WorldPath Clinic International provides expatriates and affluent families in Shanghai with the highest quality medical services in a state-of-the-art ambulatory care center. It provides a comprehensive range of healthcare services - ranging from simple blood tests to diagnostic scans, from cosmetic surgery to dental services, from hair removal by laser to complex surgery.
\

\
Our friendly and experienced team is available to assist patients and visitors with any special request they might have. Further services are available in order to ensure maximum comfort possible to both patients as well as to visitors. WorldPath Clinic is committed in providing the highest quality service and outstanding medical care. ","上海沃德医疗中心是由中国和美国医学专家联合创办的综合门诊部，拥有雄厚的医疗资源和专业的医疗人才，包括众多上海著名医师及常驻上海的美国医师团队。
\

\
以美国领先私家医疗服务为标准创立的国内高端综合门诊，旨在为上海外籍人士和富裕阶层提供国际品质的健康医疗服务。
\

\
上海沃德医疗中心提供包括全科、内科、普外科、泌尿外科、男科、妇科、儿科、皮肤科、医学影像科（包括放射诊断和超声诊断）、眼科、神经科、运动医学科、康复科、中医针灸科、医疗美容科、耳鼻喉科、牙科、体检在内的一站式综合门诊服务，并建立日间手术、日间病房等高效便捷的医疗服务模式，引入与美国同步的私家医疗服务体系，致力于为成功人士提供高品质的的全新生活方式。
\

\
美国哈佛医疗系统是上海沃德医疗中心的后续服务基地，将会有在美国相关领域的国际专家为每位有需求的病人进行一对一的针对性医疗服务，并且为需要前往美国医治的病人提供各方面协助服务，其中包括空中救护、签证办理、陪同翻译、住宿用膳及家庭协助等。
\

\
我们以全新的服务理念和毫无保留的热情为您构筑高品质的健康生活！",,,"400 036 8880 (zh,STAND)","CHIN (zh),ORL (zh),DER (zh),OPH (zh),INT (zh),REHAB (zh),DENT (zh),PED (zh),GYN (zh),GEN (zh),GEN (en),PSYCHO (en),CHIRPL (zh),PSYCHO (zh),CHI (zh),CHIRV (zh),DENT (hk),DENT (en),DENT (de),DENT (ja),CHIN (ja),CHIN (en),PED (hk),PED (en),INT (hk),INT (en),GYN (hk),GYN (en),CHIRPL (en),CHIRPL (ko),REHAB (ja),REHAB (en),DER (en),OPH (ja),OPH (en),CHIRV (en),ORTHOPEDIE (en),ORTHOPEDIE (de)",
135,Body & Soul Medical Clinics - Downtown Clinic (Xintiandi),身心佳中医门诊部,"An Ji Plaza, 14th Floor, No.760 South Xizang Road, Huangpu District",黄浦区西藏南路760号，安基大厦14楼,Shanghai,上海,200011,huangpu@bodyandsoul.com.cn,www.tcm-shanghai.com,31.220421,121.491323,,"Body &amp; Soul – Medical Clinics offer an integrative approach to health by combining Traditional Chinese Medicine (TCM) with Western medicine. Our international team of doctors and therapists provides high quality medical care for patients seeking to be treated as naturally as possible and as scientifically as necessary. 
\

\
Body &amp; Soul aims at treating the person as a whole and thus offers complementary therapies such as herbal medicine, acupuncture, cupping, physiotherapy, osteopathy, chiropractics and medical massages, dermatology, gynecology, psychological and nutrition counseling. 
\

\
Body &amp; Soul also offers custom made orthotics from Hong Kong. 
\

\
In our 350 square meter-clinic, the Body &amp; Soul Team offers a variety of services.
\

\
The Downtown Clinic – Xintiandi is located in the Huangpu district, approximately 10 minutes from Xintiandi. The closest subway stations are Laoximen – lines 8 and 10 – and Lujiabang Road – lines 8 and 9.",,,,"021 5101 9262 (ja,STAND),021 5101 9262 (en,STAND),021 5101 9262 (zh,STAND)","INT (zh),GYN (zh),ACC (en),CHIN (zh),OST (zh),INT (en),INT (de),INT (es),CHIN (en),CHIN (de),CHIN (ja),CHIN (es),DIE (zh),DIE (en),CHIROP (hk),KINE (zh),INT (ja),GYN (en),GYN (de),GYN (ja),GYN (es),ACC (zh),ACC (de),ACC (ja),POD (en),CHIROP (en),OST (en),KINE (en),KINE (de),PSYCHO (en),PSYCHO (es)",
136,ParkwayHealth Vantone Medical and Rehabilitation Center,北京德倍施百汇医疗诊所,"1F - 2F, Vantone Center No. Jia 6, Chaowai Street, Chao Yang District",朝阳区朝外大街甲6 万通中心1-2楼,Beijing,北京,100027,info@aeglechina.cn,www.parkwayhealth.cn,39.9197479,116.4563636,,"Vantone Medical and Rehabilitation Center
\

\
Conveniently located at the first floor of the Vantone Center, in the heart of Beijing CBD zone at Chao Yang District, ParkwayHealth Vantone Medical and Rehabilitation Center provides a wide range of medical services: Family Medicine, Pediatrics, Gynecology, Physiotherapy, TCM, Dermatology, Mental Health, Rehabilitation and Pain Care Management Services, General Surgery and Lab.
\

\
The bilingual Family Physician has more than 10 years clinical experience in Family Medicine and is qualified to diagnose and treat a wide variety of ailments in patients of all ages. The dedicated team of Physiotherapists uses DBC program which is the latest technology to providing patients with individually customized therapy programs to help with the recovery and the treatment of a variety of injuries and complaints. DBC program can treat the following conditions: Chronic Musculoskeletal related injuries treatment, Sports injuries treatment, Post-operative rehabilitation and treatment.","德倍施百汇医疗诊所座落于交通便利的北京朝阳区CBD的万通中心一楼。德倍施百汇医疗诊所为您提供多方位的医疗服务：全科，儿科，妇科，中医科，皮科，外科，康复及疼痛管理科，心理科，实验室。
\

\
我们的双语全科医生拥有超过10年的全科临床经验，擅长诊断治疗各年龄段的各种疾病。康复项目包括：慢性骨骼肌肉疼痛治疗，运动损伤治疗，术后康复治疗，儿童运动损伤，儿童脊柱侧弯。专业理疗师团队采用了最先进的技术，为病人提供量身定制的治疗方案，尽可能帮助治愈损伤及解除忧患。",\N,\N,"4000 662 882 (zh,STAND)","GEN (zh),PED (zh),SPO (zh),ORTHOPEDIE (zh),PSYCHO (zh),CHIN (zh),GYN (zh),DER (zh)",
137,ParkwayHealth SIP Medical and Dental Center,苏州园汇诊所,"Room 203-204, Building 10, Li Gong Di Phase III, SIP",苏州工业园区李公堤三期10栋203-204室,Suzhou,苏州,215000,info@aeglechina.cn,http://www.parkwayhealth.cn,31.29861145,120.6950548,,"Conveniently located in SIP district, ParkwayHealth first clinic in Suzhou offers a comprehensive range of Family Medicine, Traditional Chinese Medicine and Dental services provided by bilingual and highly qualified Physicians. 
\

\
The clinic is also equipped with on-site Pharmacy, Laboratory and Imaging Services.",百汇医疗在苏州的第一个诊所位于交通便利的苏州工业园区内，资深的双语医生将为您提供全方位的医疗服务：全科医疗、心理学科与口腔科。诊所内设有药房，实验室与影像服务。,,,"0512 6790 3490 (zh,STAND)","KINE (zh),GEN (zh),DENT (zh),PSYCHO (zh)",
138,Body & Soul Medical Clinics - Century Park Pudong,身浦佳中医门诊部 ,"Jin Ying Bld (B), Room 1303, 1518 Minsheng Road,No. 80 Hanxiao Road",浦东新区民生路1518号(含笑路80号）金鹰大厦B幢1303室,Shanghai,上海,200135,pudong@bodyandsoul.com.cn,http://www.tcm-shanghai.com/,31.226476,121.556451,,"&quot;Helping people to make a smooth transition into harmonious, ballanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including nutrition, diet and exercise programs. 
\

\
Welcome to our clinic in Pudong where we offer internal medicine, gynecology, acupuncture, tuina-massage, physiotherapy, psychological and nutrition consultations. 
\

\
Our Century Park Clinic also offers laboratory diagnostics. Our in-house pharmacy dispenses all prescribed medications. The Century Park Clinic is located in Pudong, 5 minutes away from Century Park and next to the Entry-Exit Visa Office on Minsheng Road. The closest subway stop is Science and Technology Museum – line 2.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback. ",,,,"021 6162 0361 (ja,STAND),021 6162 0361 (en,STAND),021 6162 0361 (zh,STAND)","GYN (zh),INT (zh),CHIN (zh),PHA (zh),KINE (zh),CHIN (en),DIE (zh),PHA (en),CHIROP (zh),OST (zh),ACC (zh),GYN (en),GYN (de),GYN (ja),GYN (es),DIE (en),PHA (ja),KINE (en),KINE (de),KINE (ja),PSYCHO (en),PSYCHO (de),CHIN (de),CHIN (ja),CHIN (es),INT (en),INT (de),INT (ja),INT (es)",
139,Body & Soul Medical Clinics - Four Seasons Clinic,徐向东中医诊所,"Four Seasons Hotel, Level 6, No.500, Weihai Road",威海路500号，上海四季酒店6楼,Shanghai,上海,201103,jiangan@bodyandsoul.com.cn,www.tcm-shanghai.com,31.233265,121.468898,,"&quot;Helping people to make a smooth transition into harmonious, ballanced and healthy living&quot;
\

\
Body &amp; Soul – Medical Clinics is a clinic for Integrative Medicine. The clinic was founded in July 2004 as a private medical facility under Chinese law. Doris Rathgeber and her team have made great efforts to introduce and apply Integrative Medicine in the Shanghai area.
\

\
Doctors and therapists in our clinics offer a wide range of experience and an extensive knowledge of holistic medicine. With comprehensive experience, continuing education and modern diagnostics, we are able to assure our patients a comprehensive and integrative approach to individual healthcare and clinical diagnosis.
\

\
Our Western and Traditional Chinese Medicine Doctors work as a team and treat individually depending upon the patients needs. As the name of our clinic implies, our primary focus is TCM but we are also licensed to provide comprehensive Western medical treatment and diagnosis. 
\

\
Our team consists of Western doctors and therapists as well as of Chinese doctors, who assist to compile a complex TCM diagnosis. All our doctors and therapists are experienced and licensed. Integrative Medicine includes both body and soul, which comprise a whole. 
\

\
Our doctors work closely together with their patients to provide ongoing education and support with regards to necessary changes in lifestyle including nutrition, diet and exercise programs. 
\

\
Welcome to our clinic in Jing'an where we offer the following services in the elegant treatment rooms of the Qin Spa - Four Seasons Hotel: acupuncture and physiotherapy.
\

\
The Four Seasons Clinic is conveniently located in Jing’an district, in the heart of the city. The closest subway stop is Nanjing West Road – line 2.
\

\
We are looking forward to seeing you in our clinics and appreciate your feedback.",,,,"021 5101 9262 (en,STAND),021 5101 9262 (zh,STAND)","ACC (zh),CHIN (zh),CHIN (en),ORTHOPEDIE (en),ORTHOPEDIE (fr),ORTHOPEDIE (es),KINE (en),KINE (de)",
140,ParkwayHealth Gleneagles Medical and Surgical Center,上海百汇华鹰门诊部,"Tomorrow Square, No.389 Nanjing West Road, 4th Floor",上海市黄浦区南京西路389号4楼南侧（明天广场裙房内）,Shanghai,上海,200003,sharon.xu@parkwayhealth.cn,http://www.parkwayhealth.cn,31.236421,121.476208,,"ParkwayHealth's Gleneagles Medical &amp; Surgical Center is located within Tomorrow Square (same building as the JW Marriott Hotel), in the heart of downtown Shanghai. Great care and attention has gone into fitting out the center with not only state-of-the-art equipment and onsite operating theaters, but relaxed lighting, tranquil nature features and luxurious private VIP recovery suites as well.
\

\
The center provides the same level of excellent primary Shanghai international medical care one would come to expect from ParkwayHealth. Personalized treatment programs are provided by a permanent medical staff that represents some of the world's most renowned medical specialists. Patients suffering from stress-related and painful medical conditions can also benefit from the clinic's peaceful surroundings, helping them to relax and concentrate on their recovery.",,,,"021 6445 5999 (en,RDV)","GEN (zh),CAR (en),INT (en),OPH (en),ORTHOPEDIE (en),RAD (en),SPO (ja),CAR (zh),ANE (en),CHIN (zh),DIE (zh),CHIN (en),DER (zh),ORL (en),RAD (zh),DIE (hk),KINE (zh),KINE (en),GEN (hk),GEN (en),SPO (en),ORTHOPEDIE (zh),ANE (de),ANE (zh),OPH (de),OPH (es),DIE (en),GAS (en),GAS (ko),GYN (en),GYN (fr),GYN (es),ALL (en),ALL (fr),SPO (zh),ORL (fr),ORL (de),ECHO (fr),ECHO (zh),CHIRPL (zh),POD (zh),INT (ko),POD (de),POD (fr),POD (en),CHIRPL (de),CHIRPL (en),GAS (zh),DER (hi),DER (en),OPH (zh),ORL (zh),CHIROP (en),CHIROP (es),ECHO (en),ALL (zh),ORTHOPEDIE (ja)",
141,ParkwayHealth's Shanghai Centre Medical & Dental Centers,上海瑞新医疗中心,"203-4 West Retail Plaza,No.1376, Nanjing Wes† Rd",上海市南京西路1376号,Shanghai ,上海,200040,karen.zhang@parkwayhealth.cn,http://www.parkwayhealth.cn,31.2328,121.457967,,"For those that live or work in the city center, seeking out medical care usually means having to go to a large, intimidating and often crowded hospital that lacks any personalized care. ParkwayHealth's Shanghai Centre Medical &amp; Dental Centers are centrally located just off the main commercial street of Nanjing West Road in the Portman Hotel complex and is a mere walking distance from many major office complexes and consulates.
\

\
Not only do we offer onsite primary Shanghai international medical and dental care, but specialty services in both areas are also available from an internationally qualified medical staff and onsite state-of-the-art equipment. Our Health Screening center is also based at this convenient location, assisting you with all work and visa related health checks.","对于那些在市中心居住或工作的人们来说，看病往往只能选择大医院，而那里常常人满为患，缺乏私人化的服务。上海瑞新医疗中心紧邻繁华的南京西路商业街，位于波特曼饭店综合区内。周边有许多写字楼和领馆，步行即可到达。
\

\
我们不仅提供全面的医科和牙科服务，而且能够进行这两个领域的专业治疗。中心的医护人员具有国际认证资格；配备当今先进的医疗设备。 
\
",,,"021 6445 5999 (en,RDV)","GEN (zh),INT (zh),GEN (ru),DENT (zh),PSY (zh),ECHO (zh),GYN (zh),PED (en),GEN (hk),GEN (de),GEN (fr),GEN (pl),GEN (en),INT (en),GYN (ja),GYN (en),DENT (ru),DENT (ja),DENT (fr),DENT (en),PSY (en),ECHO (ja),ECHO (en)",
142,ParkwayHealth's Specialty & Inpatient Center,上海新瑞医疗中心,"No.170, Danshui Rd., 3 Floor",上海市淡水路170号3楼,Shanghai,上海,200020,flora.zhang@parkwayhealth.cn,http://www.parkwayhealth.cn,31.224835,121.479106,,"ParkwayHealth's Specialty &amp; Inpatient Center is conveniently located in the center of Shanghai, right next to Xintiandi. It offers the same level of out-patient care as our other facilities, and it also provides our network with additional specialized medical support through in-patient care.","上海新瑞医疗中心位于交通便利的上海市中心，毗邻新天地。中心秉承一贯的服务准则，为门诊患者提供一流的医疗服务；此外，中心还可以为住院患者提供更加体贴周到的专业医疗服务。 
\

\
上海新瑞医疗中心和非营业段服务
\

\
 住院治疗部——可以为术后或需要过夜的病人提供国际化的私人标准病房。配备24小时驻院医师和合格的医护人员，随时提供必要的帮助。 
\

\
女性健康服务和分娩中心
\

\
 内设专门的女性卫生保健资源和设施。我们的分娩中心可以为准妈妈提供24小时电话服务。分娩现场均配备产科和妇科医师、新生儿医师专家以及医护人员。同时提供产前和产后护理课程。内设的专门仪器和有经验的妇产科专家也能够为您提供妇科服务。 
\

\
儿科中心
\

\
 百汇医疗儿科中心专为儿童设计了轻松活泼的环境，配备了最新的技术，以便为您的孩子提供最全面的儿科服务和一流的护理。 
\

\
非营业段咨询中心
\

\
 我们提供24小时电话服务，如果您白天没有时间，那可以下班后咨询。如果是无生命危险的紧急事件，我们的医生可随时为您提供帮助。请注意，如果您面临危及生命的紧急情况，建议您拨打120叫救护车或者直接前往最近的急诊室接受治疗。
\
 ",,,"021 6445 5999 (en,RDV)","ORL (zh),PED (zh),INT (zh),GYN (zh),CAR (zh),KINE (zh),CHI (zh),GEN (en),GEN (de),ALL (zh),ECHO (zh),ECHO (ja),OPH (zh),PED (hk),PED (en),GEN (zh),GEN (fr),INT (de),INT (fr),INT (en),INT (es),GYN (hk),GYN (fr),GYN (en),CAR (en),CHI (en),KINE (fr),KINE (en),KINE (pt),KINE (es),OPH (en),ORL (fr),ORL (en),ORTHOPHO (de),ORTHOPHO (en),ORTHOPHO (es),ECHO (en),ALL (fr),ALL (en)",
